transcript_name,SpeakerName,Content,ResearcherName,Email,Institution,Final_Code,Consistency,vote_1,vote_2,vote_3,vote_4,vote_5,Original_coding,human_code
Les Florets Group 7 SP02.xlsx,BUYER,Oh that’s a bit much.,,,,DIS,Perfectly Consistent,DIS,DIS,DIS,DIS,DIS,Test_Code,DIS
Les Florets Group 7 SP02.xlsx,BUYER,________.,,,,OTHER_MISCELLANEOUS,Perfectly Consistent,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,SELLER,"With your company’s expertise, we could help tweak this restaurant into just a jewel in the south of France.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 7 SP02.xlsx,BUYER,______ translate from French into English.,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,BUYER,_________ and I think I could propose that we could start from a lower price and then if we could combine it even with the sales you make.,,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,INT_PROC
Les Florets Group 7 SP02.xlsx,BUYER,"So if you are a part of perhaps the net income, I must say, or it is clear that the success of this restaurant is to a large part the consequence of your skills as a manager, therefore we also would like to keep you, but ______ of course the success of the large _______ company and the license.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 7 SP02.xlsx,BUYER,We should also be _____.,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,BUYER,"What we would propose is let’s see, say 80,000 as a salary.",,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,OFF
Les Florets Group 7 SP02.xlsx,BUYER,"I know it is far from your proposal, but then I would say additionally 15% of net income after taxes of course.",,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,DIFF
Les Florets Group 7 SP02.xlsx,SELLER,"Is the 80,000, is that typical of what you pay a manager with thirteen plus years experience in the management of a restaurant?",,,,QS,Perfectly Consistent,QS,QS,QS,QS,QS,Test_Code,QO
Les Florets Group 7 SP02.xlsx,SELLER,Is that typical?,,,,QS,Perfectly Consistent,QS,QS,QS,QS,QS,Test_Code,QO
Les Florets Group 7 SP02.xlsx,BUYER,I would say so.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,BUYER,"It’s not what we generally consider ______ even a little bit lower, but we’d take into consideration your successful time as a manager.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 7 SP02.xlsx,SELLER,Fifteen percent of the profits of the restaurant.,,,,QO,Perfectly Consistent,QO,QO,QO,QO,QO,Test_Code,OFF
Les Florets Group 7 SP02.xlsx,SELLER,"[Brief pause] Dominic, I have to tell you right now, I have a better offer than that right now already.",,,,COER,Perfectly Consistent,COER,COER,COER,COER,COER,Test_Code,DIS
Les Florets Group 7 SP02.xlsx,BUYER,_______ hardly matching?,,,,QS,Perfectly Consistent,QS,QS,QS,QS,QS,Test_Code,QM
Les Florets Group 7 SP02.xlsx,SELLER,Well it’s a little bit different.,,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,SELLER,"It wasn’t with myself staying on as a manager, but it would be for outright sale",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,SB
Les Florets Group 7 SP02.xlsx,SELLER,But I like your idea of me staying on as a manager and I also like the idea of profit-sharing,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,MU
Les Florets Group 7 SP02.xlsx,SELLER,But what I would like to propose is in addition…let me do some math here real quick.[Brief pause].,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,BUYER,"I should say that you have considered _____ by selling the restaurant, you would sell it without our license, _____ this would have two consequences.",,,,COER,Highly Consistent,SB,COER,COER,COER,COER,Test_Code,DIFF
Les Florets Group 7 SP02.xlsx,BUYER,"The first is of course it would adversely affect the possibility that advertisement _______ our company, this is the first thing.",,,,COER,Highly Consistent,SB,COER,COER,COER,COER,Test_Code,SB
Les Florets Group 7 SP02.xlsx,BUYER,"The second is that we would be forced to build our own restaurant in this region because ______we cannot ______represented in any part of France, and this would also adversely affect the profit _____ it would be lower than they are now.",,,,COER,Perfectly Consistent,COER,COER,COER,COER,COER,Test_Code,SB
Les Florets Group 7 SP02.xlsx,SELLER,I think you’re exactly right.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,SELLER,I think that for you to build a restaurant in this area is going to be much more expensive.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,IN
Les Florets Group 7 SP02.xlsx,SELLER,I mean you’re going to be maybe well over a million francs to build your own restaurant if you buy ______.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 7 SP02.xlsx,BUYER,______ so much but of course it would ______ an agreement _____ this is clear.,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,SELLER,"Yeah, and plus your competition issue too, competing with my restaurant, we would both struggle against each other, which is not a good thing.",,,,SB,Highly Consistent,MU,SB,SB,SB,SB,Test_Code,MU
Les Florets Group 7 SP02.xlsx,BUYER,"Absolutely, oh of course not.",,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,BUYER,It’s not only you but your successor then.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 7 SP02.xlsx,BUYER,So we think he will not be so strong as you.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 7 SP02.xlsx,SELLER,Well let me propose this.,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,SELLER,"I’d like you to come up in your price of the plant, of the restaurant and equipment.",,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,IP
Les Florets Group 7 SP02.xlsx,BUYER,I can only do that by coming down with the facility.,,,,INT_PROC,Perfectly Consistent,INT_PROC,INT_PROC,INT_PROC,INT_PROC,INT_PROC,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,BUYER,"But I could give in with the price if you accept for example only say 10% of the net income, then I could up to 600,000, see?",,,,INT_PROC,Perfectly Consistent,INT_PROC,INT_PROC,INT_PROC,INT_PROC,INT_PROC,Test_Code,INT_PROC
Les Florets Group 7 SP02.xlsx,SELLER,"So if the profit-sharing would be, if you went up to 600,000, my profit sharing would drop to 10%?",,,,QO,Perfectly Consistent,QO,QO,QO,QO,QO,Test_Code,QO
Les Florets Group 7 SP02.xlsx,BUYER,But I must say also ______ I have ______ say 75.,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,SELLER,Actually what I wanted to ask was…,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,BUYER,You would also have to pay ______ less income tax of course.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,SELLER,I pay less income tax if I what?,,,,QS,Perfectly Consistent,QS,QS,QS,QS,QS,Test_Code,QM
Les Florets Group 7 SP02.xlsx,BUYER,"If you accept the lower salary, a lower part of the net income, _____ higher price.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,SELLER,Right.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,BUYER,This is you should also consider.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,SELLER,"Again, what I was going to say was, I would like to see, if you come up on the price of the restaurant, I would like you to come up to 700,000 for the restaurant, and then I would ask you to come down to 5% on the profit-sharing of the restaurant and increase my salary.",,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,IP
Les Florets Group 7 SP02.xlsx,BUYER,Increase?,,,,QO,Highly Consistent,QO,QO,QO,QS,QO,Test_Code,QO
Les Florets Group 7 SP02.xlsx,SELLER,"To 100, yes.",,,,OFF,Consistent,SF,OFF,OFF,SF,OFF,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,BUYER,"No, no, that’s not possible.",,,,DIS,Perfectly Consistent,DIS,DIS,DIS,DIS,DIS,Test_Code,DIS
Les Florets Group 7 SP02.xlsx,SELLER,That’s not possible?,,,,QS,Perfectly Consistent,QS,QS,QS,QS,QS,Test_Code,QM
Les Florets Group 7 SP02.xlsx,BUYER,"No, no.",,,,DIS,Perfectly Consistent,DIS,DIS,DIS,DIS,DIS,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,BUYER,"I would not allow to, the company would not like me to do that.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 7 SP02.xlsx,BUYER,I could say perhaps…,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,SELLER,"I mean again, consider my years of experience in the restaurant.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 7 SP02.xlsx,SELLER,I guess what’s…,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,BUYER,"I could say 700,000 and you _______, or I make a new proposal.",,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,OFF
Les Florets Group 7 SP02.xlsx,BUYER,"You could take 700,000 and your salary goes down to 50,000 but I offer you 20% of net income.",,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,INT_PROC
Les Florets Group 7 SP02.xlsx,SELLER,Twenty-percent of net income?,,,,QO,Perfectly Consistent,QO,QO,QO,QO,QO,Test_Code,QM
Les Florets Group 7 SP02.xlsx,BUYER,Yes.,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,SELLER,And you would pay that to me in lump sum at the end of the year?,,,,QS,Perfectly Consistent,QS,QS,QS,QS,QS,Test_Code,QS
Les Florets Group 7 SP02.xlsx,BUYER,"Yes, yes.",,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,SELLER,Do you ever provide any type of housing wage to any of your managers?,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QM
Les Florets Group 7 SP02.xlsx,SELLER,Do you ever give any type of a…,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QM
Les Florets Group 7 SP02.xlsx,BUYER,Oh that you could live in this restaurant?,,,,QS,Perfectly Consistent,QS,QS,QS,QS,QS,Test_Code,QM
Les Florets Group 7 SP02.xlsx,SELLER,Yes.,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,BUYER,But does it have a flat?,,,,QS,Perfectly Consistent,QS,QS,QS,QS,QS,Test_Code,QS
Les Florets Group 7 SP02.xlsx,BUYER,[Laughs],,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,SELLER,"As you know, property values are going up and flat rents are going up too.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 7 SP02.xlsx,BUYER,But if I did that ________ [Laughs].,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,BUYER,"If it is possible, we can consider that of course.",,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,BUYER,"But we could always pay something of you of your wage perhaps ____ mix this up with your salary, that would be possible.",,,,CS,Perfectly Consistent,CS,CS,CS,CS,CS,Test_Code,INT_PROC
Les Florets Group 7 SP02.xlsx,BUYER,It’s just a question of taxes and so forth.,,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,SELLER,But what type of profit do you plan on turning in the restaurant.,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QM
Les Florets Group 7 SP02.xlsx,SELLER,What’s your goal for the restaurant for the first year.,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QM
Les Florets Group 7 SP02.xlsx,SELLER,Do you have a number?,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QM
Les Florets Group 7 SP02.xlsx,BUYER,Can you tell me the last month?,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QM
Les Florets Group 7 SP02.xlsx,SELLER,"We cleared with wages profits of 200,000 a year.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,SF
Les Florets Group 7 SP02.xlsx,SELLER,What is your goal?,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QS
Les Florets Group 7 SP02.xlsx,SELLER,"I don’t think your goal is to keep it at 200,000.",,,,QS,Perfectly Consistent,QS,QS,QS,QS,QS,Test_Code,IN
Les Florets Group 7 SP02.xlsx,SELLER,I think you’d like to increase it.,,,,IN,Perfectly Consistent,IN,IN,IN,IN,IN,Test_Code,IN
Les Florets Group 7 SP02.xlsx,BUYER,"Yes, perhaps not immediately.",,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,BUYER,You know how hard it is to increase.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 7 SP02.xlsx,BUYER,"We do think that in the first three years it would not increase much but likely think that we could come up to 300,000 perhaps shortly.",,,,IP,Perfectly Consistent,IP,IP,IP,IP,IP,Test_Code,SB
Les Florets Group 7 SP02.xlsx,BUYER,Do you consider this as a reasonable?,,,,QS,Perfectly Consistent,QS,QS,QS,QS,QS,Test_Code,QM
Les Florets Group 7 SP02.xlsx,BUYER,You are ________ notice?,,,,OTHER_MISCELLANEOUS,Perfectly Consistent,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,Test_Code,QM
Les Florets Group 7 SP02.xlsx,SELLER,Pardon me?,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,QM
Les Florets Group 7 SP02.xlsx,BUYER,Do you think this is a reasonable target?,,,,QS,Perfectly Consistent,QS,QS,QS,QS,QS,Test_Code,QM
Les Florets Group 7 SP02.xlsx,BUYER,Do you think it cannot be reached?,,,,QS,Perfectly Consistent,QS,QS,QS,QS,QS,Test_Code,QM
Les Florets Group 7 SP02.xlsx,SELLER,I think it can be reached.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,SELLER,You have a savvy marketing program plus with maybe some of your management experience and your company behind the restaurant we could increase clientele.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 7 SP02.xlsx,SELLER,The potential of course is there.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 7 SP02.xlsx,SELLER,I’m a little bit worried about the salary amount.,,,,IP,Perfectly Consistent,IP,IP,IP,IP,IP,Test_Code,P1
Les Florets Group 7 SP02.xlsx,BUYER,But you know now your salary is much higher.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,BUYER,"You have 20% of 200,000.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,OFF
Les Florets Group 7 SP02.xlsx,BUYER,"This means it’s 40,000 and will increase _____.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,SB
Les Florets Group 7 SP02.xlsx,BUYER,"You have now 100,000.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,SELLER,"Well 40,000 it’d be at 90,000 because your last offer was 50… 20%...",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,OFF
Les Florets Group 7 SP02.xlsx,BUYER,"I think we could go up to 60,000, so we could be 100,000.",,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,OFF
Les Florets Group 7 SP02.xlsx,SELLER,So 30% profit sharing?,,,,QO,Perfectly Consistent,QO,QO,QO,QO,QO,Test_Code,QO
Les Florets Group 7 SP02.xlsx,BUYER,Twenty-percent.,,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,SELLER,Twenty-percent profit sharing?,,,,QO,Perfectly Consistent,QO,QO,QO,QO,QO,Test_Code,QO
Les Florets Group 7 SP02.xlsx,SELLER,So your last offer so I’m perfectly clear is…,,,,QO,Perfectly Consistent,QO,QO,QO,QO,QO,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,BUYER,"A price of 700,000.",,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,OFF
Les Florets Group 7 SP02.xlsx,SELLER,Seven-hundred thousand.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,BUYER,"Wage salary of 60,000 and a profit sharing of 20,000.",,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,OFF
Les Florets Group 7 SP02.xlsx,SELLER,Or of 20%.,,,,QO,Perfectly Consistent,QO,QO,QO,QO,QO,Test_Code,QM
Les Florets Group 7 SP02.xlsx,BUYER,"Oh excuse me, yes of course.",,,,MISC,Highly Consistent,MISC,AGR,MISC,MISC,MISC,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,SELLER,"Twenty-percent which would be, assuming our business remains flat that would be 40,000.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,OFF
Les Florets Group 7 SP02.xlsx,SELLER,[Brief pause].,,,,MISC,Highly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,SELLER,Everything is fine.,,,,MISC,Highly Consistent,MISC,AGR,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,SELLER,"This is what I’d like to propose, that 20%, the 20% the profit-sharing, I like that.",,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,OFF
Les Florets Group 7 SP02.xlsx,SELLER,"Twenty percent for the first 200,000 in profit that the restaurant makes, and then after that, anything over that I would like 30%.",,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,OFF
Les Florets Group 7 SP02.xlsx,SELLER,If I increase the…,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,BUYER,You mean ______ the addition.,,,,OTHER_MISCELLANEOUS,Perfectly Consistent,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,BUYER,"So then you make 100,000 _____ 20% of the first 200,000 and then 30% after that.",,,,QO,Perfectly Consistent,QO,QO,QO,QO,QO,Test_Code,OFF
Les Florets Group 7 SP02.xlsx,SELLER,After that.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,BUYER,"Yes, that’s fine, yes.",,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,BUYER,We can agree with that.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,SELLER,So where are we at?,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QO
Les Florets Group 7 SP02.xlsx,SELLER,[Brief pause].,,,,MISC,Highly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,SELLER,Anything else you’d like to cover?,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,SELLER,Is that...,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,BUYER,"Perhaps that you, it would be nice to complete to us for the next _____ no problem as you work as our manager, but that you agree to make no competition to our company or to our restaurant in this region for the next twenty years.",,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,OFF
Les Florets Group 7 SP02.xlsx,SELLER,Twenty years?,,,,QO,Perfectly Consistent,QO,QO,QO,QO,QO,Test_Code,QO
Les Florets Group 7 SP02.xlsx,SELLER,[Laughter].,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,SELLER,"Well that is, no, Dominic, no, twenty years.",,,,DIS,Perfectly Consistent,DIS,DIS,DIS,DIS,DIS,Test_Code,DIS
Les Florets Group 7 SP02.xlsx,SELLER,That’s…,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,BUYER,_____ too old.,,,,OTHER_MISCELLANEOUS,Perfectly Consistent,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,BUYER,[Laughs],,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,SELLER,"Dominic, I’ll be seventy.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,SELLER,I’ll be retired then!,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,SELLER,[Laughter],,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,BUYER,So let’s say for the next ten years.,,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,INT_PROC
Les Florets Group 7 SP02.xlsx,SELLER,Ten years.,,,,QO,Perfectly Consistent,QO,QO,QO,QO,QO,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,BUYER,"I think it’s, anyway, it’s not really a problem that you, I think you will work for ______ successful manager anyway for the next ______.",,,,OTHER_MISCELLANEOUS,Perfectly Consistent,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,Test_Code,SB
Les Florets Group 7 SP02.xlsx,BUYER,[Laughs].,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,SELLER,Let’s do five years and we’ve got a deal.,,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,INT_PROC
Les Florets Group 7 SP02.xlsx,BUYER,"I would say five years after you leave us, should ever you leave us as a manager, then it starts.",,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,BUYER,Then the next five years you are not allowed to make competition.,,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,MISC
Les Florets Group 7 SP02.xlsx,SELLER,In the Marseilles region?,,,,QO,Perfectly Consistent,QO,QO,QO,QO,QO,Test_Code,QM
Les Florets Group 7 SP02.xlsx,BUYER,Yes.,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,SELLER,In this region?,,,,QO,Perfectly Consistent,QO,QO,QO,QO,QO,Test_Code,QM
Les Florets Group 7 SP02.xlsx,BUYER,Yes.,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,SELLER,And that’s a defined region?,,,,QO,Perfectly Consistent,QO,QO,QO,QO,QO,Test_Code,QM
Les Florets Group 7 SP02.xlsx,BUYER,Yes.,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,SELLER,Five years after I leave.,,,,AGR,Consistent,AGR,AGR,AGR,QO,QO,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,BUYER,So I think we’ve come to a good end.,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,SELLER,I think so.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,SELLER,We’ve got a deal.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,BUYER,Okay.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Group 7 SP02.xlsx,BUYER,I hope _____ made no mistakes ______ this course.,,,,OTHER_MISCELLANEOUS,Perfectly Consistent,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,Test_Code,MISC
Les Florets Groups 501 502.xlsx,BUYER,What position are you with the restaurant?,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QM
Les Florets Groups 501 502.xlsx,SELLER,What position?,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QS
Les Florets Groups 501 502.xlsx,SELLER,"Well I currently run the restaurant with my wife and we’re debating to sell it, and as in the contract, it’s kind of interesting.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,SF
Les Florets Groups 501 502.xlsx,SELLER,I understand that you’re interested to buy restaurants.,,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,IN
Les Florets Groups 501 502.xlsx,SELLER,Is that correct?,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QP
Les Florets Groups 501 502.xlsx,BUYER,Yes.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Groups 501 502.xlsx,SELLER,To run them yourself?,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QS
Les Florets Groups 501 502.xlsx,BUYER,"We have employees run them for us, but they would be under our ownership rather than the licensees.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,SF
